Código Región,Nombre Región,Pertenencia al SNSS,Tipo Establecimiento (Unidad),Ámbito de Funcionamiento,Nombre Oficial,Dependencia Administrativa,Nivel de Atención,Código Comuna,Nombre Comuna,Tiene Servicio de Urgencia,Tipo de Urgencia ,Clasificación Tipo de SAPU,LATITUD [Grados decimales],LONGITUD [Grados decimales],Tipo de Prestador Sistema de Salud,Estado de Funcionamiento,Nivel de Complejidad,Tipo de Atención 
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Consultorio General Rural (CGR),Establecimiento de Salud,Consultorio  Placilla ,Municipal,Primario,6308,Placilla,NO,No Aplica,No Aplica,-34.63918,-71.117,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Placilla,Municipal,Primario,6308,Placilla,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.639175,-71.117002,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico Monte Vital,Privado,Secundario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.638003,-71.369489,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis A y R,Privado,No Aplica,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.635402,-71.356498,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Establecimiento de Salud,SAR Santa Cruz,Municipal,Primario,6310,Santa Cruz,SI,Urgencia ambulatoria (SAR),No Aplica,-34.634649,-71.368656,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Santa Cruz,Servicio de Salud,Terciario,6310,Santa Cruz,SI,Urgencia Hospitalaria (UEH),No Aplica,-34.634422,-71.35723,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Cerrada-Hospitalaria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Santa Cruz,Municipal,Primario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.6344,-71.36903,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Paniahue,Municipal,Primario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.626329,-71.352848,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Yáquil,Municipal,Primario,6305,Nancagua,NO,No Aplica,No Aplica,-34.62343,-71.17884,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Apalta,Municipal,Primario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.62065,-71.2671,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Lo Moscoso,Municipal,Primario,6308,Placilla,NO,No Aplica,No Aplica,-34.60379,-71.110004,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Oriente de San Fernando,Municipal,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.5966,-70.97087,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Oriente de San Fernando,Municipal,Primario,6301,San Fernando,SI,Urgencia Ambulatoria (SAPU),Corto,-34.596419,-70.970892,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar de Palmilla,Municipal,Primario,6306,Palmilla,NO,No Aplica,No Aplica,-34.59587,-71.36083,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Pumanque,Municipal,Primario,6309,Pumanque,NO,No Aplica,No Aplica,-34.5958,-71.64891,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Isla de Yáquil,Municipal,Primario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.59454,-71.42891,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Coloma,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.589174,-70.986466,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico ImagenSalud,Privado,Secundario,6301,San Fernando,NO,No Aplica,No Aplica,-34.58849,-70.991225,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis SERDIAL Limitada,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.588426,-70.989385,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica del Trabajador AChS San Fernando,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.588011,-70.990488,Privado,Vigente en operación habitual,,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Los Peumos,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.587639,-70.989654,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Vacunatorio y Sala de Procedimientos Carolina Díaz González,Privado,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.58748,-70.9908,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Virginia Sáenz Fuenzalida,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.587288,-70.988923,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica San Francisco,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.587171,-70.989335,Privado,Vigente en operación habitual,,Atención Abierta-Ambulatoria
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,Centro Odontológico Uno Salud Dental Curicó,Privado,No Aplica,7301,Curicó,NO,No Aplica,No Aplica,-34.982286,-71.241135,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Imagenología Médica ImagenSalud,Privado,Secundario,6301,San Fernando,NO,No Aplica,No Aplica,-34.586527,-70.990624,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Biomaas,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.585941,-71.020758,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio MediSalud,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.585256,-70.990128,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Vacunatorio Neumann & Bertin Ltda.,Privado,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.585181,-70.990121,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis San Fernando,Privado,No Aplica,6301,San Fernando,NO,No Aplica,No Aplica,-34.581031,-70.987975,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Roma,Municipal,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.582367,-70.910144,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Vacunatorio y Sala de Procedimientos Patricia Rojas Gajardo,Privado,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.577739,-70.996626,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital San Juan de Dios de San Fernando,Servicio de Salud,Terciario,6301,San Fernando,SI,Urgencia Hospitalaria (UEH),No Aplica,-34.575908,-70.992563,Público ,Vigente en operación habitual,Alta Complejidad,Atención Cerrada-Hospitalaria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Centro,Municipal,Primario,6301,San Fernando,SI,Urgencia Ambulatoria (SAPU),Corto,-34.574329,-70.991749,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Chacabuco,Municipal,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.57419,-70.99197,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Consultorio Chacabuco,Municipal,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.57412,-71.00103,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Las Viñas,Municipal,Primario,6206,Paredones,NO,No Aplica,No Aplica,-34.54991,-71.906731,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Angostura,Municipal,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.54288,-70.97026,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Pupilla,Municipal,Primario,6306,Palmilla,NO,No Aplica,No Aplica,-34.53217,-71.38892,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural San José del Carmen,Municipal,Primario,6306,Palmilla,NO,No Aplica,No Aplica,-34.52297,-71.37203,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Molineros,Municipal,Primario,6309,Pumanque,NO,No Aplica,No Aplica,-34.518666,-71.59326,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Rinconada,Municipal,Primario,6117,San Vicente,NO,No Aplica,No Aplica,-34.49716,-71.07368,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Idahue,Municipal,Primario,6117,San Vicente,NO,No Aplica,No Aplica,-34.482215,-71.201724,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Alto Ramírez,Municipal,Primario,6201,Pichilemu,NO,No Aplica,No Aplica,-34.480679,-71.906179,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Peralillo,Municipal,Primario,6307,Peralillo,NO,No Aplica,No Aplica,-34.47798,-71.47711,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Peralillo,Municipal,Primario,6307,Peralillo,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.477982,-71.477109,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Tambo,Municipal,Primario,6117,San Vicente,NO,No Aplica,No Aplica,-34.4759,-70.98062,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Santa Irene,Municipal,Primario,6306,Palmilla,NO,No Aplica,No Aplica,-34.4759,-71.31025,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Cahuil,Municipal,Primario,6201,Pichilemu,NO,No Aplica,No Aplica,-34.474647,-72.021953,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Los Cardos,Municipal,Primario,6307,Peralillo,NO,No Aplica,No Aplica,-34.46446,-71.39778,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar de Pelequen,Municipal,Primario,6109,Malloa,NO,No Aplica,No Aplica,-34.46134,-70.89436,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
